Categoria;Data;Grupo;Produto;Ano Do Carro;Estado;Valor
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Volkswagen Gol Gvi City;2014;"<span class=""ui-search-item__group__element ui-search-item__location"">Paraná</span>";R$29.800
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 12v;2020;"<span class=""ui-search-item__group__element ui-search-item__location"">Distrito Federal</span>";R$44.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 12v Mpi Totalflex 4p Manual;2019;"<span class=""ui-search-item__group__element ui-search-item__location"">Minas Gerais</span>";R$39.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Mi 8v;2020;"<span class=""ui-search-item__group__element ui-search-item__location"">Distrito Federal</span>";R$44.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Msi 1.6 16v;2020;"<span class=""ui-search-item__group__element ui-search-item__location"">Distrito Federal</span>";R$47.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Trendline;2017;"<span class=""ui-search-item__group__element ui-search-item__location"">Rio Grande do Sul</span>";R$39.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Mi Trendline 8v Flex 4p Manual;2015;"<span class=""ui-search-item__group__element ui-search-item__location"">Minas Gerais</span>";R$31.000
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Msi Totalflex Trendline 4p Manual;2018;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$39.800
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Msi Trendline Total Flex 5p;2018;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$40.000
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Tec Total Flex 5p;2014;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$28.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Tec Total Flex 5p;2014;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$29.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 12v Trendline Total Flex 5p;2018;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$37.800
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 16v Msi Aut. 5p;2019;"<span class=""ui-search-item__group__element ui-search-item__location"">Paraná</span>";R$49.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Msi Totalflex 4p Manual;2019;"<span class=""ui-search-item__group__element ui-search-item__location"">Paraná</span>";R$49.000
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Mc4 1.0;2020;"<span class=""ui-search-item__group__element ui-search-item__location"">Distrito Federal</span>";R$44.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Msi Total Flex 5p;2019;"<span class=""ui-search-item__group__element ui-search-item__location"">Santa Catarina</span>";R$46.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Mi 8v Flex 4p Manual G.v;2013;"<span class=""ui-search-item__group__element ui-search-item__location"">Alagoas</span>";R$27.000
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 12v Total Flex 5p;2021;"<span class=""ui-search-item__group__element ui-search-item__location"">Rio Grande do Sul</span>";R$50.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Flex 12v 5p;2021;"<span class=""ui-search-item__group__element ui-search-item__location"">Espírito Santo</span>";R$51.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 12v Mpi Totalflex 4p Manual;2020;"<span class=""ui-search-item__group__element ui-search-item__location"">Minas Gerais</span>";R$40.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Flex 12v 5p;2019;"<span class=""ui-search-item__group__element ui-search-item__location"">Ceará</span>";R$41.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Total Flex 5p;2015;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$31.500
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Mi 8v Flex 4p Manual G.vi;2014;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$27.500
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Mi 8v Flex 4p Manual G.iv;2014;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$23.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 1.0;2021;"<span class=""ui-search-item__group__element ui-search-item__location"">Paraíba</span>";R$59.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 1.6 Vht (flex) 4p;2014;"<span class=""ui-search-item__group__element ui-search-item__location"">Rio de Janeiro</span>";R$30.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Plus Total Flex 2p;2006;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$11.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 1.6 4p;2019;"<span class=""ui-search-item__group__element ui-search-item__location"">Rio Grande do Sul</span>";R$39.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Trendline Total Flex 5p;2016;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$30.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 1.0 Mi 8v Flex 4p Manual G.iv;2010;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$17.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Plus 4p;2003;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$13.500
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 1.0 Completo+flex+g5+4 Portas;2011;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$22.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Mi Power 8v Flex 4p Manual G.v;2009;"<span class=""ui-search-item__group__element ui-search-item__location"">Mato Grosso</span>";R$25.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gti;1988;"<span class=""ui-search-item__group__element ui-search-item__location"">Paraná</span>";R$80.000
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol (novo) 1.0 I Trend;2014;"<span class=""ui-search-item__group__element ui-search-item__location"">Mato Grosso</span>";R$28.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Msi Totalflex 4p Manual;2020;"<span class=""ui-search-item__group__element ui-search-item__location"">Rio de Janeiro</span>";R$44.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol S;1984;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$18.700
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 3p Gasolina;1996;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$8.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Msi Total Flex 5p;2019;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$49.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Trend 5p;2002;"<span class=""ui-search-item__group__element ui-search-item__location"">Rio de Janeiro</span>";R$13.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Mi 16v 3p;1999;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$9.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Vht Total Flex 5p;2009;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$13.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Vht Trend Total Flex 5p;2012;"<span class=""ui-search-item__group__element ui-search-item__location"">Mato Grosso do Sul</span>";R$25.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Mi Special 8v Gasolina 2p Manual;2004;"<span class=""ui-search-item__group__element ui-search-item__location"">Goiás</span>";R$10.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 12v Total Flex 5p;2020;"<span class=""ui-search-item__group__element ui-search-item__location"">Minas Gerais</span>";R$47.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 12v Total Flex 5p;2019;"<span class=""ui-search-item__group__element ui-search-item__location"">Minas Gerais</span>";R$44.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Mi 8v;2010;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$19.899
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Mi Seleção 8v Flex 4p Automatizado G.vi;2015;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$35.490
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Trendline Total Flex 5p;2015;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$33.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol G5 1.0 8v 4p;2013;"<span class=""ui-search-item__group__element ui-search-item__location"">Paraná</span>";R$28.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Mi City 8v Flex 4p Manual;2015;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$33.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 1.0 12v Mpi Totalflex Trendline 4p Manual;2018;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$35.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Volkswagen Gol 1.6 Msi (flex);2019;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$45.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Vht Trend Total Flex 5p;2012;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$27.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Volkswagen Gol 1.0 12v (flex);2020;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$46.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 12v Trendline Total Flex 5p;2017;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$35.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Total Flex 5p;2014;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$28.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 12v Trendline Total Flex 5p;2018;"<span class=""ui-search-item__group__element ui-search-item__location"">Paraná</span>";R$36.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Cli 8v Gasolina 2p Manual;1996;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$14.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Mi 8v Flex 4p Manual G.v;2012;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$24.899
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 12v Mpi Totalflex 4p Manual;2020;"<span class=""ui-search-item__group__element ui-search-item__location"">Minas Gerais</span>";R$40.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Trend Total Flex 5p;2008;"<span class=""ui-search-item__group__element ui-search-item__location"">Santa Catarina</span>";R$17.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Trendline;2013;"<span class=""ui-search-item__group__element ui-search-item__location"">Mato Grosso do Sul</span>";R$25.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Trend Total Flex 5p;2013;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$30.500
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Msi Trendline Total Flex 5p;2018;"<span class=""ui-search-item__group__element ui-search-item__location"">Mato Grosso do Sul</span>";R$40.000
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 1.0;2019;"<span class=""ui-search-item__group__element ui-search-item__location"">Paraná</span>";R$38.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Total Flex 5p;2009;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$20.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Rock In Rio;2012;"<span class=""ui-search-item__group__element ui-search-item__location"">Rio Grande do Sul</span>";R$27.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Trend Total Flex 5p;2011;"<span class=""ui-search-item__group__element ui-search-item__location"">Minas Gerais</span>";R$19.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Rallye Total Flex 5p;2005;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$16.000
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 1.0 Mi City 8v Flex 4p Manual G.iv;2008;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$16.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 1.0 G Iv;2011;"<span class=""ui-search-item__group__element ui-search-item__location"">Minas Gerais</span>";R$18.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 1.0 Mi 8v Flex 4p Manual G.v;2013;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$25.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 1.6 Msi Totalflex Trendline 4p Manual;2018;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$38.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol Cl 1.8 2p;1993;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$24.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol Power 1.8 Mi (flex);2005;;R$18.490
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Mi 8v Flex 4p Manual G.iv;2011;"<span class=""ui-search-item__group__element ui-search-item__location"">Paraná</span>";R$24.500
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Msi Total Flex 5p;2020;"<span class=""ui-search-item__group__element ui-search-item__location"">Minas Gerais</span>";R$50.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 12v Mpi Totalflex 4p Manual;2019;"<span class=""ui-search-item__group__element ui-search-item__location"">Bahia</span>";R$42.000
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Total Flex 5p;2012;"<span class=""ui-search-item__group__element ui-search-item__location"">Santa Catarina</span>";R$16.300
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol City Trend 1.0 Total Flex 8v 2p;2014;"<span class=""ui-search-item__group__element ui-search-item__location"">Distrito Federal</span>";R$19.000
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 1000;1995;"<span class=""ui-search-item__group__element ui-search-item__location"">Paraná</span>";R$35.000
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Total Flex 5p;2012;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$18.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Cht;1991;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$5.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 1.0 Tl Mb S;2015;"<span class=""ui-search-item__group__element ui-search-item__location"">Mato Grosso do Sul</span>";R$30.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 1000i Plus 2p;1995;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$9.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 City Total Flex 4p;2006;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$16.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Vht Total Flex I-motion 5p;2014;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$31.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 12v Total Flex 5p;2019;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$41.800
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 12v Mpi Totalflex 4p Manual;2019;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$41.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Mi City 8v Flex 4p Manual;2014;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$29.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 City Total Flex 3p;2005;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$11.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Mi Rallye 8v Flex 4p Manual G.v;2011;"<span class=""ui-search-item__group__element ui-search-item__location"">Minas Gerais</span>";R$28.000
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 12v Mpi Totalflex 4p Manual;2019;"<span class=""ui-search-item__group__element ui-search-item__location"">Paraíba</span>";R$41.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 12v Total Flex 5p;2020;"<span class=""ui-search-item__group__element ui-search-item__location"">Pernambuco</span>";R$47.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Mi 3p;1998;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$9.500
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 City Total Flex 2p;2006;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$10.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Trend Total Flex 5p;2009;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$19.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Total Flex 5p;2010;"<span class=""ui-search-item__group__element ui-search-item__location"">Espírito Santo</span>";R$19.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 City Total Flex 5p 68 Hp;2015;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$32.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Vht Power Total Flex 5p;2012;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$25.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Total Flex 5p;2010;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$20.290
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 City 4p;2004;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$11.500
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 1.0 Mi 8v Flex 4p Manual G.v;2011;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$24.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Flex 8v 4p;2014;"<span class=""ui-search-item__group__element ui-search-item__location"">Rio Grande do Norte</span>";R$37.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Volkswagen Gol 1.0 Mpi Trendline 12v 5p (flex);2015;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$32.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 12v Trendline Total Flex 5p;2018;"<span class=""ui-search-item__group__element ui-search-item__location"">Minas Gerais</span>";R$39.000
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Vht Power Total Flex 5p;2013;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$26.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 City Total Flex 5p;2014;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$29.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Msi Totalflex 4p Manual;2020;"<span class=""ui-search-item__group__element ui-search-item__location"">Rio de Janeiro</span>";R$50.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Vht Total Flex 5p;2013;"<span class=""ui-search-item__group__element ui-search-item__location"">Mato Grosso do Sul</span>";R$27.500
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Volkswagen Gol 1.6 Mi Trendline 8v Flex 4p Manual 2012;2012;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$25.890
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Msi Totalflex 4p Manual;2019;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$41.500
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 1.0 Mi 8v Flex 4p Manual G.iv;2010;"<span class=""ui-search-item__group__element ui-search-item__location"">Paraná</span>";R$18.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Mi 8v Flex 4p Manual G.iv;2012;"<span class=""ui-search-item__group__element ui-search-item__location"">Bahia</span>";R$19.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol Special Mb;2015;"<span class=""ui-search-item__group__element ui-search-item__location"">Santa Catarina</span>";R$35.890
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol Tl Mb S;2015;"<span class=""ui-search-item__group__element ui-search-item__location"">Santa Catarina</span>";R$31.890
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 1.6;2018;"<span class=""ui-search-item__group__element ui-search-item__location"">Bahia</span>";R$41.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 1.0 Mpi E-flex Trendline;2018;"<span class=""ui-search-item__group__element ui-search-item__location"">Paraná</span>";R$40.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 1.0 Flex 12v 5p;2019;"<span class=""ui-search-item__group__element ui-search-item__location"">Paraná</span>";R$43.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 1.6 Msi Totalflex Trendline;2018;"<span class=""ui-search-item__group__element ui-search-item__location"">Paraná</span>";R$42.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 1.0 Flex 12v 5p;2019;"<span class=""ui-search-item__group__element ui-search-item__location"">Paraná</span>";R$46.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 1.6 Msi Totalflex Trendline;2018;"<span class=""ui-search-item__group__element ui-search-item__location"">Paraná</span>";R$42.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 1.0l Mc4;2019;"<span class=""ui-search-item__group__element ui-search-item__location"">Paraná</span>";R$41.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 1.0 Flex 12v 5p;2020;"<span class=""ui-search-item__group__element ui-search-item__location"">Paraná</span>";R$45.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 1.0;2008;"<span class=""ui-search-item__group__element ui-search-item__location"">Paraná</span>";R$15.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 1.6 Power 8v Flex 4p Manual;2013;"<span class=""ui-search-item__group__element ui-search-item__location"">Minas Gerais</span>";R$31.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol Cl 1.6;1992;"<span class=""ui-search-item__group__element ui-search-item__location"">Paraná</span>";R$20.000
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Msi Totalflex 4p Manual;2020;"<span class=""ui-search-item__group__element ui-search-item__location"">Minas Gerais</span>";R$47.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Msi Totalflex 4p Manual;2019;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$45.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 1.0 Flex 12v 5p;2019;"<span class=""ui-search-item__group__element ui-search-item__location"">Paraná</span>";R$43.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol Trendline 1.6 T. Flex 8v;2016;"<span class=""ui-search-item__group__element ui-search-item__location"">Paraná</span>";R$34.900
